folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,cd,periodo,sexo,edad,nivel,anio,cond_activ,p1,p2,p3,p3_8esp,p4,p4_8esp,p5,p6,p6_8esp,p7,p8,p9,p10,p11,p11_8esp,p12_1,p12_2,p12_3,p12_4,p13,p13_8esp,p14,p14_8esp,p15,p16,p17,p18,p18_8esp,obs,tipracsem,actfis,factor,upm_dis,est_dis
12A204,1,40005,3,1,0,1,14,1121,1,54,7,5,1,2,1,2,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,39568,1,3
12A204,1,40005,4,1,0,1,14,1121,2,51,8,2,7,2,1,5,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8394,1,3
12A204,1,40005,1,1,0,1,14,1121,1,56,4,3,1,2,1,2,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25267,1,3
12A204,1,40005,2,1,0,1,14,1121,2,28,7,5,1,1,0,0,,0,,0,0,,2,5,120,1,2,,0,0,3,0,4,,7,,3,1,1,0,,,360,11,19585,1,3
12A207,1,40007,3,1,0,2,14,1121,2,35,3,3,7,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,3,,7,,1,2,0,0,,,180,11,16087,2,3
12A207,1,40007,4,1,0,1,14,1121,1,51,6,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23192,2,3
12A207,1,40007,2,1,0,2,14,1121,2,72,2,6,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,12062,2,3
12A207,1,40007,1,1,0,1,14,1121,1,52,3,3,1,1,0,0,,0,,0,0,,3,5,90,2,2,,0,2,0,0,3,,7,,1,2,0,0,,,270,11,17394,2,3
12A198,1,40040,3,1,0,4,14,1121,1,24,4,3,1,1,0,0,,0,,0,0,,1,6,120,1,1,,1,0,0,0,1,,7,,3,1,2,0,,,240,12,24231,3,2
12A198,1,40040,2,1,0,3,14,1121,1,22,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,24231,3,2
12A198,1,40040,1,1,0,3,14,1121,2,19,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27545,3,2
12A198,1,40040,4,1,1,2,14,1121,2,21,3,2,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18363,3,2
11B193,1,40048,1,1,0,6,14,1121,2,28,4,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,42517,4,2
11B193,1,40048,2,1,0,2,14,1121,2,40,2,6,4,1,0,0,,0,,0,0,,2,4,120,1,1,,0,0,0,4,4,,7,,1,1,2,0,,,480,11,15888,4,2
11B193,1,40048,3,1,0,1,14,1121,1,43,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19337,4,2
11B193,1,40048,4,1,0,1,14,1121,1,68,2,6,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16860,4,2
12B191,1,40139,3,1,0,2,14,1121,2,59,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23424,5,3
12B191,1,40139,2,1,0,5,14,1121,1,21,7,2,6,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,38766,5,3
12B191,1,40139,4,1,0,1,14,1121,1,56,7,4,1,1,0,0,,0,,0,0,,2,5,50,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,150,11,7525,5,3
12B191,1,40139,1,1,0,1,14,1121,2,46,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7500,5,3
12A205,1,40165,3,1,0,1,14,1121,2,41,2,6,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6672,6,3
12A205,1,40165,4,1,0,3,14,1121,1,21,4,3,1,1,0,0,,0,,0,0,,1,6,120,2,1,,1,0,0,0,1,,3,,3,1,2,0,,,240,12,23732,6,3
12A205,1,40165,2,1,0,2,14,1121,2,39,3,3,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20017,6,3
12A205,1,40165,1,1,0,2,14,1121,2,26,7,4,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21426,6,3
11B192,1,40265,1,1,0,1,14,1121,2,74,2,4,9,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6546,7,2
11B192,1,40265,3,1,0,1,14,1121,1,38,2,6,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14168,7,2
13A206,1,40294,4,1,0,1,14,1121,1,46,9,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23120,8,4
13A206,1,40294,3,1,0,1,14,1121,1,42,4,3,4,1,0,0,,0,,0,0,,1,5,60,1,1,,1,0,0,0,1,,3,,3,1,1,0,,,180,11,39036,8,4
12B192,1,40302,4,1,0,2,14,1121,2,57,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17958,9,2
12B192,1,40302,3,1,0,1,14,1121,1,33,2,1,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14466,9,2
12B192,1,40302,1,1,0,1,14,1121,2,42,3,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6267,9,2
12B192,1,40302,2,1,0,1,14,1121,1,27,3,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14466,9,2
11A206,1,40324,4,1,0,1,14,1121,1,27,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15397,10,2
11A206,1,40324,2,1,0,2,14,1121,2,64,2,6,7,1,0,0,,0,,0,0,,2,4,30,1,1,,0,0,0,4,4,,7,,1,1,1,0,,,120,12,12743,10,2
11A206,1,40324,3,1,0,1,14,1121,1,41,4,1,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16237,10,2
11A206,1,40324,1,1,0,1,14,1121,2,60,2,6,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,0,4,4,,7,,1,1,2,0,,,90,12,12743,10,2
13A198,1,40359,3,1,0,1,14,1121,2,38,4,3,1,2,1,2,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7002,11,3
13A198,1,40359,2,1,0,3,14,1121,2,39,6,3,7,1,0,0,,0,,0,0,,2,5,120,1,2,,0,0,0,4,4,,7,,1,1,2,0,,,360,11,21006,11,3
13A198,1,40359,1,1,0,3,14,1121,2,29,4,2,7,2,1,3,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,29980,11,3
13A198,1,40359,4,1,0,1,14,1121,2,62,6,3,7,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,0,4,4,,6,,1,1,1,0,,,90,12,20065,11,3
11A207,2,40007,2,1,0,1,21,1121,2,34,2,6,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7386,12,2
11A207,2,40007,3,1,0,1,21,1121,1,34,4,3,1,1,0,0,,0,,0,0,,1,5,40,1,1,,0,0,3,0,4,,2,,3,1,2,0,,,120,12,15926,12,2
11A207,2,40007,4,1,0,2,21,1121,2,30,3,3,1,2,1,6,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22157,12,2
11A204,2,40034,3,1,0,2,21,1121,1,41,3,2,1,1,0,0,,0,,0,0,,1,7,60,1,4,,0,2,0,0,3,,7,,1,2,0,0,,,60,12,25585,13,2
11A204,2,40034,1,1,0,3,21,1121,2,24,4,3,1,1,0,0,,0,,0,0,,2,3,120,2,2,,1,0,0,0,3,,7,,1,1,2,0,,,600,11,28332,13,2
12A207,2,40043,3,1,0,2,21,1121,1,21,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,30314,14,3
12A207,2,40043,2,1,0,3,21,1121,1,25,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22132,14,3
12A207,2,40043,4,1,0,3,21,1121,2,20,3,3,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34460,14,3
12A207,2,40043,1,1,0,2,21,1121,2,51,3,3,7,1,0,0,,0,,0,0,,2,6,60,2,2,,1,0,0,0,4,,2,,1,1,1,0,,,120,12,11730,14,3
12B193,2,40047,3,1,0,1,21,1121,1,27,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15255,15,2
12B193,2,40047,2,1,2,1,21,1121,1,29,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7628,15,2
13A204,2,40099,2,1,0,1,21,1121,1,73,7,5,1,1,0,0,,0,,0,0,,2,5,60,1,2,,0,0,0,4,4,,7,,3,2,0,0,,,180,11,38224,16,4
13A204,2,40099,3,1,0,2,21,1121,2,62,8,2,1,1,0,0,,0,,0,0,,2,3,30,1,2,,0,0,0,4,4,,7,,1,1,1,0,,,150,11,34408,16,4
13A204,2,40099,4,1,0,3,21,1121,1,46,7,5,1,2,1,7,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,97369,16,4
11A198,2,40107,1,1,0,1,21,1121,2,64,6,3,1,2,1,3,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17761,17,3
11A198,2,40107,3,1,0,2,21,1121,2,76,7,5,8,1,0,0,,0,,0,0,,2,5,30,1,1,,1,2,0,0,4,,7,,1,2,0,0,,,90,12,13942,17,3
12A198,2,40141,4,1,0,1,21,1121,1,60,4,1,1,1,0,0,,0,,0,0,,2,5,60,1,1,,0,2,0,0,4,,7,,3,1,1,0,,,180,11,9636,18,2
12A198,2,40141,3,1,1,1,21,1121,2,21,2,6,1,2,1,5,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14107,18,2
12A198,2,40141,2,1,1,1,21,1121,1,46,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,11318,18,2
11B191,2,40232,4,1,0,2,21,1121,2,53,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14060,19,2
11B191,2,40232,2,1,0,3,21,1121,2,20,7,1,6,2,1,5,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,30983,19,2
11B191,2,40232,3,1,0,1,21,1121,2,28,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16404,19,2
12A205,2,40259,1,1,0,1,21,1121,1,43,7,5,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16645,20,3
11A205,2,40260,3,1,0,1,21,1121,2,84,2,4,10,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8032,21,2
11A205,2,40260,2,1,0,2,21,1121,2,50,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32759,21,2
11A205,2,40260,4,1,0,1,21,1121,1,62,2,3,8,2,2,0,,8,NO LE GUSTA EL EJERCICIO,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6574,21,2
11A205,2,40260,1,1,1,2,21,1121,2,56,3,3,7,2,1,3,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20464,21,2
13B191,2,40269,4,1,0,2,21,1121,2,46,7,4,7,1,0,0,,0,,0,0,,2,3,70,1,1,,1,0,0,0,4,,3,,3,2,0,0,,,350,11,15536,22,4
13B191,2,40269,1,1,0,1,21,1121,1,41,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20609,22,4
13B191,2,40269,2,1,0,2,21,1121,2,26,4,3,7,1,0,0,,0,,0,0,,1,7,90,2,1,,0,2,0,0,3,,7,,3,1,3,0,,,90,12,18125,22,4
11B192,2,40329,3,1,0,2,21,1121,2,36,3,3,1,2,1,5,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34171,23,2
11B192,2,40329,1,1,0,1,21,1121,2,67,2,4,8,1,0,0,,0,,0,0,,2,1,60,1,5,,0,0,3,0,4,,2,,1,2,0,0,,,420,11,57645,23,2
11B192,2,40329,2,1,1,2,21,1121,2,25,4,3,1,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,36576,23,2
11B192,2,40329,4,1,0,1,21,1121,1,35,7,3,1,1,0,0,,0,,0,0,,1,6,60,1,1,,0,2,0,0,4,,2,,2,2,0,0,,,120,12,20793,23,2
12B192,2,40366,3,1,0,1,21,1121,2,29,4,2,4,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14964,24,3
12B192,2,40366,2,1,0,2,21,1121,2,60,2,6,7,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,13354,24,3
12B192,2,40366,1,1,0,2,21,1121,2,30,4,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14964,24,3
12A206,2,40391,1,1,0,2,21,1121,2,31,7,3,7,2,1,8,POR EMBARAZO,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32041,25,3
12A206,2,40391,2,1,0,1,21,1121,2,42,8,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,29934,25,3
12A204,3,40002,2,1,0,1,40,1121,1,55,7,2,1,2,1,7,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,11797,26,3
12A204,3,40002,3,1,1,1,40,1121,1,23,7,2,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7596,26,3
12A198,3,40063,4,1,0,1,40,1121,1,24,3,3,1,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,4,,6,,1,1,2,0,,,180,11,20551,27,3
12A198,3,40063,3,1,0,1,40,1121,1,51,3,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12495,27,3
12A198,3,40063,1,1,1,1,40,1121,1,40,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14065,27,3
12A198,3,40063,2,1,0,1,40,1121,2,24,4,1,1,1,0,0,,0,,0,0,,2,5,40,1,1,,0,0,0,4,1,,7,,1,1,2,0,,,120,12,7787,27,3
13B191,3,40067,3,1,0,2,40,1121,2,40,7,4,7,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,21189,28,4
13B191,3,40067,1,1,1,2,40,1121,2,56,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,10120,28,4
13B191,3,40067,2,1,1,3,40,1121,2,23,7,4,1,2,2,0,,7,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,57114,28,4
13B193,3,40070,4,1,0,2,40,1121,2,69,6,3,7,1,0,0,,0,,0,0,,2,4,30,1,5,,0,0,0,4,4,,6,,1,1,9,0,,,120,12,19779,29,3
13B193,3,40070,2,1,0,1,40,1121,2,71,6,3,8,1,0,0,,0,,0,0,,2,1,30,1,1,,1,0,0,0,4,,6,,2,1,9,0,,,210,11,6593,29,3
13B193,3,40070,1,1,0,2,40,1121,2,40,7,5,1,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,4,,7,,2,1,3,0,,,180,11,11725,29,3
12A207,3,40106,2,1,0,1,40,1121,1,21,7,2,6,1,0,0,,0,,0,0,,3,3,120,2,1,,0,2,0,0,1,,1,,3,1,3,0,,,600,11,8698,30,3
12A207,3,40106,3,1,0,1,40,1121,1,76,2,6,8,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,15572,30,3
12B191,3,40148,3,1,0,1,40,1121,1,61,7,3,8,1,0,0,,0,,0,0,,1,3,120,1,1,,1,0,0,0,1,,2,,2,1,2,0,,,600,11,19824,31,3
12B191,3,40148,2,1,0,1,40,1121,1,37,8,2,1,1,0,0,,0,,0,0,,2,5,60,1,5,,0,2,0,0,4,,3,,1,1,2,0,,,180,11,17473,31,3
12B191,3,40148,1,1,0,2,40,1121,2,56,7,4,1,1,0,0,,0,,0,0,,2,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,2,,,0,13,13713,31,3
12B191,3,40148,4,1,0,1,40,1121,2,70,6,2,8,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8072,31,3
12A205,3,40170,4,1,0,1,40,1121,2,57,8,2,1,1,0,0,,0,,0,0,,3,1,90,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,630,11,8902,32,3
12A205,3,40170,2,1,0,1,40,1121,2,50,8,1,1,1,0,0,,0,,0,0,,3,4,60,1,1,,0,0,0,4,4,,7,,1,1,1,0,,,240,11,8551,32,3
12A205,3,40170,1,1,0,1,40,1121,1,34,7,4,1,1,0,0,,0,,0,0,,2,7,120,2,8,EN EL MAR,1,0,0,0,1,,7,,3,1,1,0,,,120,12,21511,32,3
12A205,3,40170,3,1,0,1,40,1121,1,34,7,4,1,1,0,0,,0,,0,0,,2,4,90,2,2,,0,0,3,0,4,,7,,1,1,1,0,,,360,11,10756,32,3
13B192,3,40206,1,1,0,1,40,1121,1,49,7,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,29674,33,4
13B192,3,40206,2,1,0,2,40,1121,2,33,3,3,1,1,0,0,,0,,0,0,,2,4,40,1,1,,0,0,0,4,3,,7,,1,2,0,0,,,160,11,19584,33,4
13B192,3,40206,4,1,0,1,40,1121,1,46,3,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19783,33,4
13B192,3,40206,3,1,0,4,40,1121,2,37,4,3,1,1,0,0,,0,,0,0,,2,4,30,1,5,,0,2,0,0,4,,7,,1,1,3,0,,,120,12,27444,33,4
13A206,3,40283,4,1,0,1,40,1121,2,64,4,1,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19860,34,4
13A206,3,40283,2,1,0,1,40,1121,1,36,8,2,1,1,0,0,,0,,0,0,,2,5,120,1,1,,0,2,0,0,1,,7,,1,1,1,0,,,360,11,25305,34,4
13A206,3,40283,3,1,0,1,40,1121,1,80,8,2,8,1,0,0,,0,,0,0,,2,3,90,1,5,,1,0,0,0,4,,6,,1,1,9,0,,,450,11,11031,34,4
11A206,3,40307,4,1,0,1,40,1121,1,51,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32495,35,2
11A206,3,40307,2,1,0,1,40,1121,1,46,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16247,35,2
11A206,3,40307,3,1,0,1,40,1121,1,38,7,5,1,2,1,6,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18288,35,2
11A207,4,40011,4,1,0,2,28,1121,2,44,3,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,2,0,0,4,,6,,1,2,0,0,,,60,12,17513,36,2
11A207,4,40011,2,1,0,3,28,1121,2,26,7,2,6,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,56236,36,2
11A207,4,40011,1,1,0,1,28,1121,1,35,3,3,1,2,1,2,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21314,36,2
12A198,4,40039,1,1,0,2,28,1121,2,30,3,3,1,1,0,0,,0,,0,0,,2,5,25,1,1,,0,2,0,0,4,,7,,1,1,3,0,,,75,12,34414,37,2
12A198,4,40039,3,1,0,1,28,1121,1,35,3,3,1,1,0,0,,0,,0,0,,1,7,90,1,1,,1,0,0,0,1,,2,,3,1,2,0,,,90,12,39130,37,2
11A204,4,40085,2,1,0,1,28,1121,2,48,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12616,38,2
11A204,4,40085,3,1,0,1,28,1121,1,58,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,31647,38,2
11A204,4,40085,4,1,0,1,28,1121,2,33,7,3,7,2,1,6,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7359,38,2
12A206,4,40087,2,1,0,2,28,1121,2,68,7,5,8,1,0,0,,0,,0,0,,2,5,30,1,1,,1,0,0,0,1,,7,,2,1,1,0,,,90,12,12804,39,3
12A206,4,40087,3,1,0,1,28,1121,2,49,6,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,5223,39,3
13B193,4,40095,4,1,0,1,28,1121,1,62,2,6,1,1,0,0,,0,,0,0,,2,5,60,1,5,,1,2,0,0,4,,6,,1,2,0,0,,,180,11,4916,40,3
13B193,4,40095,2,1,0,1,28,1121,2,79,7,4,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18015,40,3
12A205,4,40116,2,1,0,1,28,1121,1,62,7,4,8,1,0,0,,0,,0,0,,1,3,60,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,300,11,13507,41,3
12A205,4,40116,1,1,0,1,28,1121,1,62,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27013,41,3
12B193,4,40127,4,1,0,2,28,1121,2,70,2,3,8,1,0,0,,0,,0,0,,2,4,60,1,5,,1,0,0,0,4,,3,,2,2,0,0,,,240,11,15472,42,2
12B193,4,40127,3,1,0,2,28,1121,2,68,5,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,2,0,0,4,,7,,1,2,0,0,,,60,12,23207,42,2
12B193,4,40127,1,1,0,1,28,1121,2,46,99,,7,2,1,3,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18932,42,2
11A205,4,40139,3,1,0,1,28,1121,1,33,4,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16446,43,2
11A205,4,40139,4,1,0,2,28,1121,2,35,3,3,7,2,1,3,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14250,43,2
11A205,4,40139,1,1,0,2,28,1121,2,50,7,4,7,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,4,,6,,3,1,2,0,,,180,11,13074,43,2
12B191,4,40147,2,1,0,1,28,1121,1,69,7,5,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20996,44,3
12B191,4,40147,3,1,0,3,28,1121,1,26,4,3,10,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22835,44,3
12B191,4,40147,1,1,0,3,28,1121,1,51,4,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14263,44,3
12B191,4,40147,4,1,0,3,28,1121,1,24,7,4,1,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,7,,1,2,0,0,,,240,11,23458,44,3
11B192,4,40282,3,1,0,1,28,1121,1,81,7,5,8,1,0,0,,0,,0,0,,2,5,20,1,5,,1,0,0,0,4,,7,,1,1,3,0,,,60,12,12342,45,2
11B192,4,40282,4,1,0,2,28,1121,2,46,4,3,2,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26677,45,2
11B192,4,40282,2,1,0,2,28,1121,2,34,7,3,7,2,1,8,POR LA PANDEMIA,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12449,45,2
11B192,4,40282,1,1,0,1,28,1121,1,51,4,2,1,1,0,0,,0,,0,0,,1,7,120,1,1,,1,0,0,0,3,,2,,3,1,2,0,,,120,12,6288,45,2
11A207,5,40013,4,1,0,2,17,1121,2,40,3,3,7,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14431,46,2
11A207,5,40013,1,1,0,3,17,1121,2,21,6,3,7,1,0,0,,0,,0,0,,2,3,30,1,1,,0,2,0,0,4,,7,,1,1,3,0,,,150,11,29173,46,2
11A207,5,40013,3,1,0,4,17,1121,2,20,4,2,1,1,0,0,,0,,0,0,,2,3,60,1,1,,0,0,0,4,4,,7,,2,1,2,0,,,300,11,38898,46,2
11A207,5,40013,2,1,0,2,17,1121,2,24,3,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,19449,46,2
12B193,5,40014,1,1,0,1,17,1121,1,55,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13579,47,3
12B193,5,40014,4,1,0,3,17,1121,1,23,7,4,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26230,47,3
12B193,5,40014,2,1,0,3,17,1121,1,25,3,3,7,2,1,3,,0,,1,8,POR CUESZTION DE PANDEMIA,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34045,47,3
12A207,5,40040,1,1,0,2,17,1121,2,42,9,2,1,1,0,0,,0,,0,0,,2,3,60,2,2,,0,0,0,4,4,,7,,2,2,0,0,,,300,11,12958,48,3
