folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,cd,periodo,sexo,edad,nivel,anio,cond_activ,p1,p2,p3,p3_8esp,p4,p4_8esp,p5,p6,p6_8esp,p7,p8,p9,p10,p11,p11_8esp,p12_1,p12_2,p12_3,p12_4,p13,p13_8esp,p14,p14_8esp,p15,p16,p17,p18,p18_8esp,obs,tipracsem,actfis,factor,upm_dis,est_dis
12B193,15,40017,4,1,0,1,1,1121,1,67,8,2,1,1,0,0,,0,,0,0,,2,4,30,1,2,,1,0,0,0,3,,7,,2,1,1,0,,,120,12,28440,283,4
12B193,15,40017,1,1,0,3,1,1121,2,25,7,4,6,1,0,0,,0,,0,0,,2,1,120,1,2,,0,0,3,0,2,,1,,3,1,1,0,,,840,11,57375,283,4
12B193,15,40017,2,1,0,2,1,1121,2,46,8,2,1,1,0,0,,0,,0,0,,2,5,30,1,1,,1,0,0,0,4,,6,,1,1,1,0,,,90,12,36884,283,4
11A198,15,40037,2,1,1,1,1,1121,2,47,3,3,7,2,2,0,,6,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,15520,284,2
11A198,15,40037,4,1,0,2,1,1121,2,59,3,3,7,2,1,4,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,24238,284,2
11A198,15,40037,1,1,0,4,1,1121,2,39,4,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,42291,284,2
13B193,15,40048,1,1,0,1,1,1121,1,35,3,3,4,1,0,0,,0,,0,0,,1,5,60,1,1,,0,0,0,4,4,,7,,1,2,0,0,,,180,11,20539,285,1
13B193,15,40048,2,1,0,1,1,1121,1,31,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,38953,285,1
13B193,15,40048,4,1,0,2,1,1121,2,51,2,5,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,30966,285,1
11B191,15,40068,2,1,0,1,1,1121,1,47,4,3,1,2,1,1,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27047,286,2
11B191,15,40068,4,1,0,1,1,1121,1,50,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27047,286,2
11B191,15,40068,1,1,0,1,1,1121,1,48,7,4,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13523,286,2
11B191,15,40068,3,1,1,1,1,1121,1,25,4,3,4,1,0,0,,0,,0,0,,1,7,60,1,1,,0,0,3,0,1,,3,,3,9,0,0,,,60,12,7217,286,2
12A207,15,40071,3,1,0,1,1,1121,1,37,4,2,1,1,0,0,,0,,0,0,,2,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,2,,,0,13,17174,287,3
12A207,15,40071,4,1,0,1,1,1121,1,44,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17174,287,3
12A207,15,40071,2,1,0,1,1,1121,2,58,2,6,1,2,1,8,POR QUE TENIA QUE CUIDAR A SU NIETO,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6740,287,3
12A207,15,40071,1,1,0,1,1,1121,2,59,2,6,7,2,1,1,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,33696,287,3
11B193,15,40073,3,1,0,1,1,1121,2,54,2,3,1,2,2,0,,6,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,15883,288,2
11B193,15,40073,4,1,0,1,1,1121,1,30,3,3,1,2,2,0,,8,NO LE INTERESA,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,19980,288,2
11B193,15,40073,2,1,0,1,1,1121,1,47,4,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18718,288,2
12B193,15,40076,4,1,0,1,1,1121,1,56,2,6,10,1,0,0,,0,,0,0,,2,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,3,,,0,13,18493,289,3
12B193,15,40076,1,1,0,1,1,1121,1,35,8,4,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16299,289,3
12B193,15,40076,3,1,0,2,1,1121,2,58,3,3,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19188,289,3
11A204,15,40092,4,1,0,2,1,1121,2,49,7,5,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,13750,290,2
11A204,15,40092,3,1,0,9,1,1121,2,49,3,3,7,2,1,6,,0,,1,8,DINERO,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,48122,290,2
11A204,15,40092,1,1,0,1,1,1121,2,51,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,27498,290,2
11A204,15,40092,2,1,0,2,1,1121,1,19,4,3,1,1,0,0,,0,,0,0,,1,6,80,1,1,,0,2,0,0,1,,3,,3,1,3,0,,,160,12,17768,290,2
11A207,15,40096,3,1,0,2,1,1121,2,33,3,3,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14885,291,2
11A207,15,40096,1,1,0,2,1,1121,2,30,3,3,7,1,0,0,,0,,0,0,,2,4,40,1,1,,1,0,0,0,4,,2,,2,1,1,0,,,160,11,14885,291,2
11A207,15,40096,2,1,0,1,1,1121,1,63,2,6,4,1,0,0,,0,,0,0,,2,4,60,1,1,,0,2,0,0,3,,6,,2,1,2,0,,,240,11,19202,291,2
11A207,15,40096,4,1,0,1,1,1121,1,62,3,3,8,1,0,0,,0,,0,0,,2,6,60,1,1,,1,0,0,0,3,,6,,1,2,0,0,,,120,12,32004,291,2
11A207,15,40101,2,1,0,2,1,1121,2,34,4,3,7,1,0,0,,0,,0,0,,2,4,60,1,5,,0,2,0,0,4,,7,,3,1,3,0,,,240,11,14993,292,2
11A207,15,40101,4,1,0,2,1,1121,2,58,3,3,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26759,292,2
11A207,15,40101,1,1,0,4,1,1121,1,31,4,3,7,2,2,0,,1,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,32331,292,2
11A207,15,40101,3,1,0,6,1,1121,2,30,3,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,44979,292,2
12A204,15,40117,3,1,0,1,1,1121,1,63,3,3,8,1,0,0,,0,,0,0,,2,5,180,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,540,11,27384,293,3
12A204,15,40117,2,1,0,4,1,1121,1,38,7,4,1,2,1,6,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,36204,293,3
12A204,15,40117,4,1,0,2,1,1121,2,40,7,4,1,1,0,0,,0,,0,0,,2,3,40,1,1,,1,0,0,0,3,,1,,2,1,2,0,,,200,11,14874,293,3
12A204,15,40117,1,1,0,2,1,1121,1,42,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27153,293,3
12B193,15,40134,1,1,0,1,1,1121,1,65,3,3,1,1,0,0,,0,,0,0,,2,1,30,1,5,,1,0,0,0,4,,7,,1,1,1,0,,,210,11,16020,294,2
12B193,15,40134,4,1,0,2,1,1121,2,43,2,6,7,2,1,2,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15097,294,2
12B193,15,40134,2,1,0,5,1,1121,2,39,3,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,0,0,4,4,,7,,1,2,0,0,,,60,12,45291,294,2
12B193,15,40134,3,1,0,1,1,1121,2,32,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16160,294,2
11A205,15,40150,1,1,0,1,1,1121,1,56,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16393,295,2
11A205,15,40150,3,1,0,1,1,1121,1,45,3,3,1,1,0,0,,0,,0,0,,2,6,30,1,1,,0,2,0,0,3,,7,,1,1,1,0,,,60,12,12836,295,2
11A205,15,40178,4,1,0,1,1,1121,1,33,4,3,1,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,18102,296,2
11A205,15,40178,3,1,0,1,1,1121,1,42,7,5,1,2,2,0,,3,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,9546,296,2
11A205,15,40178,1,1,0,2,1,1121,2,42,2,6,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,31371,296,2
12A206,15,40181,3,1,0,1,1,1121,2,67,3,3,1,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7245,297,3
12A206,15,40181,4,1,0,1,1,1121,1,60,4,3,1,1,0,0,,0,,0,0,,2,6,60,1,1,,1,0,0,0,4,,6,,1,2,0,0,,,120,12,5930,297,3
12A206,15,40181,1,1,0,2,1,1121,2,31,4,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,1,0,0,0,4,,7,,1,1,2,0,,,60,12,27581,297,3
12A206,15,40181,2,1,0,1,1,1121,2,58,0,,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,18460,297,3
12B191,15,40185,3,1,0,2,1,1121,2,31,3,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,0,0,4,4,,7,,1,2,0,0,,,60,12,13047,298,2
12B191,15,40185,1,1,1,1,1,1121,2,48,4,3,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27959,298,2
12B191,15,40185,4,1,2,1,1,1121,2,60,2,6,7,2,1,5,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17464,298,2
11B191,15,40188,1,1,0,1,1,1121,1,55,7,4,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,13907,299,2
11B191,15,40188,4,1,0,1,1,1121,2,91,2,6,9,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8494,299,2
11B191,15,40188,3,1,0,5,1,1121,1,23,2,6,1,2,1,5,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26864,299,2
11B191,15,40188,2,1,0,2,1,1121,1,49,3,3,1,2,1,6,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,40834,299,2
11A205,15,40210,1,1,0,3,1,1121,1,20,4,3,10,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15594,300,2
11A205,15,40210,4,1,0,3,1,1121,1,22,3,3,1,2,2,0,,6,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,23390,300,2
13A204,15,40235,1,1,0,3,1,1121,2,21,7,2,6,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,40487,301,4
11A206,15,40237,1,1,0,1,1,1121,1,39,7,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8782,302,2
11A206,15,40237,2,1,0,2,1,1121,2,76,2,6,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16232,302,2
11A206,15,40237,4,1,0,2,1,1121,2,20,7,2,6,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19451,302,2
11A206,15,40237,3,1,0,1,1,1121,2,35,3,3,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14433,302,2
13A205,15,40238,3,1,0,1,1,1121,1,63,6,2,8,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,19411,303,4
13A205,15,40238,1,1,0,2,1,1121,2,56,6,3,7,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,6,,1,1,2,0,,,240,11,40281,303,4
13A205,15,40238,4,1,0,4,1,1121,2,50,6,3,1,1,0,0,,0,,0,0,,2,6,30,1,5,,0,2,0,0,4,,7,,1,1,2,0,,,60,12,38691,303,4
13A205,15,40238,2,1,0,2,1,1121,2,60,3,3,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20141,303,4
11A205,15,40241,2,1,0,1,1,1121,1,54,3,3,1,2,1,3,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27235,304,2
11A205,15,40241,1,1,0,2,1,1121,1,55,3,3,1,2,2,0,,1,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,28986,304,2
11A205,15,40241,3,1,0,3,1,1121,2,55,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,30075,304,2
11A205,15,40241,4,1,0,1,1,1121,2,47,3,3,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,23110,304,2
13B191,15,40244,1,1,0,1,1,1121,1,47,7,5,1,1,0,0,,0,,0,0,,1,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,2,,,0,13,8738,305,3
13B191,15,40244,3,1,1,1,1,1121,1,32,3,3,1,2,1,1,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18654,305,3
13B191,15,40244,2,1,0,2,1,1121,2,54,4,3,1,1,0,0,,0,,0,0,,2,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,1,,,0,13,7414,305,3
13B192,15,40277,1,1,0,1,1,1121,2,64,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13271,306,3
13B192,15,40277,3,1,0,2,1,1121,2,33,4,3,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14872,306,3
13B192,15,40277,4,1,0,1,1,1121,1,61,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25580,306,3
11B192,15,40306,2,1,0,2,1,1121,2,47,7,4,1,2,1,1,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25687,307,2
11B192,15,40306,3,1,0,2,1,1121,2,46,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,12844,307,2
11B192,15,40306,1,1,0,2,1,1121,2,64,3,3,7,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,4,,6,,1,2,0,0,,,180,11,20058,307,2
11B192,15,40306,4,1,0,1,1,1121,1,28,4,3,1,1,0,0,,0,,0,0,,1,6,120,2,1,,0,0,0,4,4,,1,,3,1,2,0,,,240,12,8079,307,2
11A206,15,40326,4,1,0,2,1,1121,2,63,4,3,8,2,2,0,,4,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,27775,308,2
11A206,15,40326,2,1,0,2,1,1121,2,75,2,6,7,1,0,0,,0,,0,0,,2,6,20,1,1,,1,0,0,0,3,,6,,2,9,0,0,,,40,12,16352,308,2
11A206,15,40326,1,1,0,1,1,1121,1,51,4,3,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,31441,308,2
11B192,15,40334,1,1,0,1,1,1121,1,43,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16340,309,2
11B192,15,40334,3,1,0,2,1,1121,1,22,4,3,1,1,0,0,,0,,0,0,,1,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,8,DECIDIA,,0,13,15917,309,2
11B192,15,40334,2,1,0,1,1,1121,1,45,4,3,1,1,0,0,,0,,0,0,,3,6,45,1,5,,0,2,0,0,4,,1,,2,1,1,0,,,90,12,14516,309,2
11B192,15,40334,4,1,0,2,1,1121,2,65,2,6,7,2,1,8,COVID-PANDEMIA,0,,1,8,QUE TERMINE LA PANDEMIA,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22649,309,2
11A206,15,40355,3,1,0,2,1,1121,2,38,4,3,7,1,0,0,,0,,0,0,,2,5,60,1,1,,0,0,0,4,4,,7,,2,1,2,0,,,180,11,11828,310,2
11A206,15,40355,1,1,0,2,1,1121,2,81,2,2,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,2,0,0,4,,6,,1,1,9,0,,,60,12,13302,310,2
11A206,15,40355,2,1,0,1,1,1121,2,55,3,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,5649,310,2
11A206,15,40355,4,1,0,1,1,1121,2,40,5,3,1,1,0,0,,0,,0,0,,2,3,60,1,1,,1,0,0,0,4,,3,,3,1,2,0,,,300,11,5914,310,2
11B193,15,41015,1,1,0,1,16,1121,2,65,2,6,7,1,0,0,,0,,0,0,,3,3,60,1,1,,1,0,0,0,4,,3,,2,1,1,0,,,300,11,17652,311,2
11B193,15,41015,2,1,0,2,16,1121,2,37,8,3,1,1,0,0,,0,,0,0,,2,3,30,1,5,,1,0,0,0,4,,2,,1,1,3,0,,,150,11,15696,311,2
11B193,15,41015,4,1,2,1,16,1121,1,54,0,,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16971,311,2
11A207,15,41043,2,1,0,1,16,1121,2,53,0,,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8967,312,2
11A207,15,41043,4,1,0,2,16,1121,2,53,4,3,7,2,1,8,POR UN ACCIDENTE,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17934,312,2
11A207,15,41043,3,1,0,3,16,1121,1,68,4,3,1,2,1,8,POR UN ACCIDENTE,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,31114,312,2
11A207,15,41043,1,1,0,4,16,1121,2,18,3,3,7,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,52690,312,2
11A198,15,41073,4,1,0,3,16,1121,2,20,7,1,6,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,56247,313,2
11A198,15,41073,2,1,0,1,16,1121,1,64,2,5,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,38420,313,2
11A198,15,41073,1,1,0,1,16,1121,1,86,0,,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22144,313,2
11A198,15,41073,3,1,0,2,16,1121,2,40,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20868,313,2
12A204,15,41099,3,1,0,1,16,1121,1,53,7,4,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,41559,314,3
12A204,15,41099,1,1,0,1,16,1121,2,55,2,6,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,36714,314,3
12A204,15,41099,4,1,0,1,16,1121,1,54,7,4,1,1,0,0,,0,,0,0,,2,4,30,1,1,,0,2,0,0,4,,7,,1,1,1,0,,,120,12,27706,314,3
12A204,15,41099,2,1,0,1,16,1121,2,69,6,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14410,314,3
13B191,15,41135,3,1,0,1,16,1121,1,48,6,3,1,1,0,0,,0,,0,0,,2,4,30,1,5,,0,0,3,0,4,,2,,1,2,0,0,,,120,12,28012,315,3
13B191,15,41135,1,1,0,2,16,1121,2,23,7,5,6,1,0,0,,0,,0,0,,2,4,120,1,1,,1,0,0,0,4,,2,,2,2,0,0,,,480,11,34916,315,3
13B191,15,41135,2,1,0,2,16,1121,2,59,2,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6187,315,3
12B192,15,41235,1,1,0,1,16,1121,1,48,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,39562,316,3
12B192,15,41235,4,1,0,2,16,1121,2,38,6,3,7,1,0,0,,0,,0,0,,2,4,30,1,1,,0,0,0,4,4,,7,,2,1,2,0,,,120,12,18295,316,3
12B192,15,41235,3,1,1,1,16,1121,1,59,4,3,10,1,0,0,,0,,0,0,,2,1,20,1,1,,0,0,0,4,3,,7,,1,1,2,0,,,140,12,16842,316,3
11B192,15,41237,3,1,0,2,16,1121,2,64,2,6,7,2,1,8,POR LA PANDEMIA DEL COVID,0,,1,8,QUE LA PANDEMIA LO PERMITA,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,28475,317,2
11B192,15,41237,1,1,0,2,16,1121,1,33,2,6,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,34405,317,2
11B192,15,41237,4,1,0,1,16,1121,1,26,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22936,317,2
13A205,15,41263,2,1,0,1,16,1121,1,51,7,5,1,1,0,0,,0,,0,0,,3,1,30,1,1,,0,0,0,4,2,,2,,1,1,2,0,,,210,11,28305,318,4
13A205,15,41263,3,1,0,1,16,1121,2,63,0,,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,25006,318,4
13A205,15,41263,4,1,0,1,16,1121,1,31,7,4,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,30213,318,4
13A205,15,41263,1,1,0,3,16,1121,2,40,7,4,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,39269,318,4
11A206,15,41295,1,1,0,1,16,1121,1,41,3,3,1,1,0,0,,0,,0,0,,1,5,100,1,1,,0,0,3,0,3,,7,,3,1,2,0,,,300,11,18461,319,2
11A206,15,41295,2,1,0,2,16,1121,2,29,3,3,1,2,1,5,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16236,319,2
11A206,15,41295,4,1,0,1,16,1121,2,37,3,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15169,319,2
11A206,15,41295,3,1,0,1,16,1121,2,57,6,3,1,1,0,0,,0,,0,0,,2,3,60,1,1,,1,0,0,0,4,,7,,1,2,0,0,,,300,11,21734,319,2
12A198,15,41356,3,1,0,4,16,1121,1,25,4,2,1,1,0,0,,0,,0,0,,1,5,60,2,1,,1,0,0,0,3,,3,,3,2,0,0,,,180,11,53337,320,3
12A198,15,41356,1,1,0,2,16,1121,2,56,6,2,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,44145,320,3
12A198,15,41356,2,1,0,3,16,1121,2,29,3,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,61835,320,3
12A206,15,41388,3,1,0,1,16,1121,1,38,7,4,1,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,240,11,17977,321,3
13A204,16,40002,1,1,0,1,15,1121,2,55,7,5,1,2,1,1,,0,,1,8,DINERO,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7843,322,4
13A204,16,40002,3,1,0,2,15,1121,1,19,4,3,6,1,0,0,,0,,0,0,,1,6,30,2,5,,0,0,3,0,1,,7,,1,1,2,0,,,60,12,19468,322,4
13A204,16,40002,4,1,0,2,15,1121,2,39,7,5,7,2,1,7,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,24631,322,4
13A204,16,40002,2,1,0,1,15,1121,2,39,6,3,7,2,1,5,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16420,322,4
13A207,16,40011,4,1,0,1,15,1121,1,34,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23553,323,4
13A207,16,40011,1,1,0,1,15,1121,1,43,7,5,1,2,1,4,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12419,323,4
13A207,16,40011,3,1,0,3,15,1121,1,30,7,4,4,1,0,0,,0,,0,0,,2,4,40,1,5,,1,0,0,0,3,,7,,1,1,2,0,,,160,11,35328,323,4
11A207,16,40039,3,1,0,5,15,1121,1,28,7,4,1,1,0,0,,0,,0,0,,1,3,60,2,1,,0,2,0,0,1,,7,,3,1,1,0,,,300,11,36635,324,2
11A207,16,40039,1,1,0,2,15,1121,2,47,2,6,7,1,0,0,,0,,0,0,,2,3,40,1,1,,0,0,0,4,4,,7,,2,1,1,0,,,200,11,17474,324,2
11A207,16,40039,2,1,0,2,15,1121,2,67,2,4,7,2,1,6,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14280,324,2
11A207,16,40039,4,1,0,2,15,1121,2,28,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13591,324,2
13A198,16,40044,1,1,0,3,15,1121,2,50,7,2,7,1,0,0,,0,,0,0,,2,3,50,2,5,,0,2,0,0,4,,7,,1,1,3,0,,,250,11,20417,325,3
13A198,16,40044,3,1,0,4,15,1121,1,29,4,3,1,1,0,0,,0,,0,0,,2,3,90,1,2,,0,2,0,0,4,,7,,1,1,1,0,,,450,11,34243,325,3
13A198,16,40044,2,1,0,3,15,1121,1,40,4,3,1,1,0,0,,0,,0,0,,1,6,180,2,2,,0,2,0,0,4,,7,,3,1,2,0,,,360,12,54169,325,3
11B193,16,40046,1,1,0,1,15,1121,1,44,3,2,1,1,0,0,,0,,0,0,,1,7,90,2,1,,0,2,0,0,1,,5,,3,1,1,0,,,90,12,25448,326,3
